name,voteCount,rating,address,cusine,cost,timing,Location,City,Days_Open
Tezpata Restaurant,8,3.2,"24 Parganas, Chakpachuria, Near Unitech Building, New Town, Kolkata","North Indian, Beverages, Desserts",300,12noon – 12midnight (Mon-Sun),New Town,Kolkata,Mon-Sun
Tandoori Darbar,4,2.9,"176/a, Indira Gandhi Road, Rammohan Place, Konnagar, Kolkata","North Indian, Beverages, Desserts",200,11am – 10pm (Mon-Sun),Konnagar,Kolkata,Mon-Sun
Mug N Chi,23,3.4,"69, Diamond Harbour Road, Behala, Kolkata","Chinese, North Indian",600,11am – 11:30pm (Mon-Sun),Behala,Kolkata,Mon-Sun
Tandoor House,24,3.6,"158, G.T Road, Badamtala, Bally, Howrah","Chinese, North Indian",400,11am – 11pm (Mon-Sun),Bally,Howrah,Mon-Sun
New Indian Biryani House,32,3.4,"Kamalgazi, Narendra Pur, Kolkata","North Indian, Mughlai, Rolls",200,12noon – 11pm (Mon-Sun),Narendra Pur,Kolkata,Mon-Sun
Momo Junction,250,3.5,"A/122, Central Road, H.B. Town, Sodepur, Kolkata","North Indian, Mughlai, Rolls",150,5pm – 10pm (Mon-Sun),Sodepur,Kolkata,Mon-Sun
Oye!! Paratha,110,3.6,"Tarulia, Krishnapur, Kolkata, Sector 5, Salt Lake, Kolkata","Fast Food, Chinese",300,10am – 11pm (Mon-Sun),Salt Lake,Kolkata,Mon-Sun
Arun Ice Cream Parlour,71,3.6,"Plot 17, Nutan Bazar, Madhyamgram Choumatha, Opposite Madhyamgram Municipality, Barasat, Kolkata","Fast Food, Chinese",250,9am – 10pm (Mon-Sun),Barasat,Kolkata,Mon-Sun
Chopsticks,30,3.2,"4, Near Dum Dum Post Office, Dum Dum, Kolkata","Fast Food, Street Food, Mithai",500,12noon – 10pm (Mon-Sun),Dum Dum,Kolkata,Mon-Sun
Classic,74,2.5,"11/1, Jessore Road, Madhyamgram, Barasat, Kolkata","Fast Food, Street Food, Mithai",600,12noon – 11pm (Mon-Sun),Barasat,Kolkata,Mon-Sun
Samosa Time,64,3.6,"R-135, Kamdohari Purbo Para, Near Kavi Najrul Metro Station, Purbapara, Kamdahari, Garia, Kolkata","North Indian, Chinese, Fast Food",300,10am – 10pm (Mon-Sun),Garia,Kolkata,Mon-Sun
The Coffee Beans And Sandwich,7,3.1,"126 H.L Sarkar Road Post Banshdroni Thana Garia, Kolkata","North Indian, Chinese, Fast Food",150,4pm – 12midnight (Mon-Sun),126 H.L Sarkar Road Post Banshdroni Thana Garia,Kolkata,Mon-Sun
Sher-e-Bangla,29,3.2,"RBC Road, Opposite Kalikrishna Girls School, Prosadpur, Barasat, Kolkata",Bengali,300,10:30am – 11pm (Mon-Sun),Barasat,Kolkata,Mon-Sun
Twister,22,2.4,"247, B Block, Lake Town, Kolkata",Bengali,250,"10am – 3pm, 5pm – 11pm (Mon-Fri),10am – 3pm...",Lake Town,Kolkata,Mon-Fri
The Brunch Box,206,3.4,"4, RN Avenue, Rashmani Nagar, Pansila, khardah, Kolkata","Biryani, Rolls, North Indian, Bengali",400,10am – 11pm (Mon-Sun),khardah,Kolkata,Mon-Sun
The Kitchen Eatery,50,3.5,"250C, Biren Roy Road, Behala, Kolkata","Biryani, Rolls, North Indian, Bengali",400,12noon – 11pm (Mon-Sun),Behala,Kolkata,Mon-Sun
Mr & Mrs Idly,97,2.6,"117, Dr. PC, Lahiri Sarani, Near Sinthi More, Sinthi, Kolkata",North Indian,400,7am – 10pm (Mon-Sun),Sinthi,Kolkata,Mon-Sun
Shahi Nawab,94,3.6,"34, Biren Roy Road, Opposite New Holy Hock School, Behala, Kolkata",North Indian,250,11am – 11pm (Mon-Sun),Behala,Kolkata,Mon-Sun
Schezwan Dhaba,75,3.1,"1/B/7, Ramlal Agarwal Lane, Sinthi, Kolkata",Biryani,500,1pm – 11pm (Mon-Sun),Sinthi,Kolkata,Mon-Sun
Kebabland,28,2.8,"73, Tarun Sengupta Sarani, Near Hotel Maharaja, Dum Dum, Kolkata",Biryani,400,12noon – 11pm (Mon-Sun),Dum Dum,Kolkata,Mon-Sun
The Conclusion,34,3.3,"Shop 4, Block KE, Elena House, Near Shivtala, Kaikhali, Kolkata","Biryani, Chinese, North Indian, Mughlai, Mithai",600,11am – 12midnight (Mon-Sun),Kaikhali,Kolkata,Mon-Sun
New Herbs And Spices,17,3.0,"181, Diamond Harbour Road, Thakur Pukur, Kolkata","Biryani, Chinese, North Indian, Mughlai, Mithai",200,9:30am – 9pm (Mon-Sun),Thakur Pukur,Kolkata,Mon-Sun
Eatable,12,2.9,"356/2, N. S. C Bose Road, Naktala, Kolkata","Chinese, Continental",500,12noon – 11pm (Mon-Sun),Naktala,Kolkata,Mon-Sun
Jagannath Hindu Hotel And Fast Food,7,3.2,"2/3, Goala Para, G.T Road, Rishra, Kolkata","Chinese, Continental",200,11am – 11pm (Mon-Sun),Rishra,Kolkata,Mon-Sun
Sher E Bengal,13,3.4,"Street 30, Action Area I, Near DLF Building, New Town, Kolkata","Fast Food, Beverages",150,11am – 1am (Mon-Sun),New Town,Kolkata,Mon-Sun
Garam Chulha,33,3.8,"P13, Bangur Avenue, Block B, Bangur, Kolkata","Fast Food, Beverages",500,11am – 11pm (Mon-Sun),Bangur,Kolkata,Mon-Sun
Paramanno,10,3.2,"RN 13/4, Sangati Apartment, Flat D, Block 2, VIP Haldiram, Kaikhali, Kolkata",Bengali,300,11am – 9:30pm (Mon-Sun),Kaikhali,Kolkata,Mon-Sun
Chef Junith's,14,3.2,"H/O Chi Minh Sarani, Joth Shibrampur, Beledanga, Parui Mauza, Behala, Kolkata",Bengali,250,12noon – 11pm (Mon-Sun),Behala,Kolkata,Mon-Sun
Krishna's Kitchen,14,3.5,"129, James Long Sarani, Ward 123 & 244, Diamond Harbour Road, Opposite Samar Roy Chowdhry Park, Behala, Kolkata",North Indian,400,11:30am – 11pm (Mon-Sun),Behala,Kolkata,Mon-Sun
Agdum Bagdum,4,3.2,"530, M.G.Road, Haridevpur, Tollygunge, Kolkata",North Indian,300,11:30am – 10:30pm (Mon-Sun),Tollygunge,Kolkata,Mon-Sun
Shree Sai Fast Food Centre,17,3.3,"11/1, Central Road, H B Town, Sodepur, Kolkata","Fast Food, Beverages, Desserts",200,"12noon – 11pm (Mon-Tue),8am – 2pm, 5pm – 10pm...",Sodepur,Kolkata,Mon-Tue
Salim Biryani,17,3.2,"Thakdari Main Road, Balaka South, Gate 4, New Town, Kolkata","Fast Food, Beverages, Desserts",100,12noon – 11pm (Mon-Sun),New Town,Kolkata,Mon-Sun
Bengali Khana,6,3.0,"25/2, Amarnath Road, Hooghly, Uttarpara, Kolkata","Biryani, North Indian",200,1pm – 11pm (Mon-Sun),Uttarpara,Kolkata,Mon-Sun
Food Plaza,12,3.3,"Barack Road, Chinsura, Kolkata","Biryani, North Indian",300,11am – 11pm (Mon-Sun),Chinsura,Kolkata,Mon-Sun
Pisces Restaurant,13,2.9,"14 A, Near Deshapriya School, Kestopur, Kolkata","Fast Food, Chinese, Seafood",400,11:30am – 2am (Mon-Sun),Kestopur,Kolkata,Mon-Sun
Food Friends,263,3.6,"Shop 1, 2, MB 72, Mahishbathan, Sector 5, Salt Lake, Kolkata","Fast Food, Chinese, Seafood",600,11am – 12midnight (Mon-Sun),Salt Lake,Kolkata,Mon-Sun
Ganpati Snacks,7,2.9,"BA-1, Horizon Plaza, Deshbandhu Nagar, Baguihati, Kolkata","Chinese, North Indian, Rolls, Mughlai",100,7:30am – 10:30pm (Mon-Sun),Baguihati,Kolkata,Mon-Sun
Rups Restaurant,7,3.2,"TN Mukerjee Road, Monoharpur, Dankuni, Near 8 Rail Gate, Uttarpara, Kolkata","Chinese, North Indian, Rolls, Mughlai",500,"5am – 8:30pm (Mon-Sat),12noon – 10:30pm (Sun)",Uttarpara,Kolkata,Mon-Sat
Baghajatin Dhaba,11,3.2,"23, Raja Subodh Chandra Mallick Road, Baghajatin Bazar, Mollapara, Baghajatin, Kolkata",Biryani,450,12:30pm – 11pm (Mon-Sun),Baghajatin,Kolkata,Mon-Sun
The Artistic Desserts,25,3.5,"EA 10/10, Desh Bandhu Nagar, Baguihati, Kolkata",Biryani,150,9am – 11:30pm (Mon-Sun),Baguihati,Kolkata,Mon-Sun
Piyaali Fast Food,13,3.1,"Khardah Station Road, Nutan Pally, Surjaysen Nagar, Khardah, Kolkata","North Indian, Chinese, Mughlai",350,5pm – 10pm (Mon-Sun),Khardah,Kolkata,Mon-Sun
Sai Fast Food Center,27,3.2,"Shop 187, B.B.D Road, Hooghly, Hindmotor, Kolkata","North Indian, Chinese, Mughlai",350,2pm – 10pm (Mon-Sun),Hindmotor,Kolkata,Mon-Sun
The Grill Club,86,3.4,"229D, Opposite Of Sabeda Bagan, Raja Ram Mohan Roy Road, Behala, Kolkata","North Indian, Kebab, Chinese",500,11am – 2am (Mon-Sun),Behala,Kolkata,Mon-Sun
Bonfire Spicy Food,46,3.3,"3/275/3, Hoogly, K.C Sen Road, Rishra, Kolkata","North Indian, Kebab, Chinese",300,5:30pm – 10:30pm (Mon-Sun),Rishra,Kolkata,Mon-Sun
Maherbaan Restaurant,4,2.9,"Shop A 41, NKDA Market, Opposite Unitech Gate 1, New Town, Kolkata","North Indian, Chinese, Continental",300,12noon – 12midnight (Mon-Sun),New Town,Kolkata,Mon-Sun
Ruchi Food Plaza,18,3.3,"62/1, Near Studio Saptaparna, GT Road Hooghly, Uttarpara, Kolkata","North Indian, Chinese, Continental",300,8am – 11pm (Mon-Sun),Uttarpara,Kolkata,Mon-Sun
Walia Da Dhaba,23,3.3,"2A, Garia Main Road, Garia, Kolkata","North Indian, Chinese, Seafood",250,"11am – 4pm, 6pm – 10:30pm (Mon-Sun)",Garia,Kolkata,Mon-Sun
Food Valley Hotel,18,2.7,"1st Floor, 43B, Jadavpur, Kolkata","North Indian, Chinese, Seafood",300,11:30am – 11pm (Mon-Sun),Jadavpur,Kolkata,Mon-Sun
The Cake Fairy,Cuisines:,-1.0,"P 11, B Block, Lake Town, Kolkata","Chinese, North Indian",300,-1,Lake Town,Kolkata,Mon-Sun
Blue Velvet,28,3.5,"85, Block C, Opposite Apanjan Park, Bangur, Kolkata","Chinese, North Indian",350,10am – 8:30pm (Mon-Sun),Bangur,Kolkata,Mon-Sun
Rollick Ice Cream,44,3.6,"Ground Floor, City Centre 2 Mall, Chinar Park, Kolkata","Chinese, Fast Food",250,10am – 10pm (Mon-Sun),Chinar Park,Kolkata,Mon-Sun
Hing Bar & Restaurant,437,3.8,"J1/6, Beside Webel Bhavan, EP Block, Bidhan Nagar, Sector 5, Salt Lake, Kolkata","Chinese, Fast Food",650,"12noon – 1am (Mon, Fri, Sat, Sun), 12noon –...",Salt Lake,Kolkata,"Mon, Fri, Sat, Sun"
Suruchi,27,2.7,"D/135, Ramgarh, Jadavpur, Kolkata",North Indian,400,10am – 10pm (Mon-Sun),Jadavpur,Kolkata,Mon-Sun
Chinese Quisine,266,3.9,"DN 53, Sector 5, Salt Lake, Kolkata",North Indian,400,12noon – 10:30pm (Mon-Sun),Salt Lake,Kolkata,Mon-Sun
Renuka Snacks,125,2.2,"58, Nagerbazar, Kolkata","Chinese, Fast Food, North Indian",400,11am – 10pm (Mon-Sun),Nagerbazar,Kolkata,Mon-Sun
Chaplin Chinese Restaurant,108,2.3,"48/4B, B.T. Road, South Sinthi Bus Stop, Sinthi More, Sinthi, Kolkata","Chinese, Fast Food, North Indian",550,10am – 10pm (Mon-Sun),Sinthi,Kolkata,Mon-Sun
Surendra Sweets,51,3.5,"S/11, Netaji Nagar, Tollygunge, Kolkata",Chinese,100,7am – 11pm (Mon-Sun),Tollygunge,Kolkata,Mon-Sun
West Wind,147,2.8,"32/14, S.M. Ali Road, Barrackpore, Kolkata",Chinese,600,2pm – 11pm (Mon-Sun),Barrackpore,Kolkata,Mon-Sun
Wah Punjab,580,3.0,"150, B.T. Road, Near Dunlop Bridge, Baranagar, Kolkata","Arabian, Biryani",650,"12midnight – 2am, 11am – 12midnight (Mon),11am...",Baranagar,Kolkata,Mon
Annapurna Vegetarian Food,28,3.3,"334, Calcutta Jessore Road, Kalindi, Ward 19, Lake Town, Kolkata","Arabian, Biryani",150,8am – 11:30pm (Mon-Sun),Lake Town,Kolkata,Mon-Sun
Mum's Kitchen,86,3.3,"42, Dum Dum Park, Nagerbazar, Kolkata",Fast Food,500,12noon – 10:30pm (Mon-Sun),Nagerbazar,Kolkata,Mon-Sun
Open Sesame,55,3.5,"Shop 64, Unnayan, Bengal Ambuja Commercial Complex, 1050/1, Survey Park, Sardarpur Road, Santoshpur, Ajoy Nagar, Kolkata",Fast Food,550,10am – 10:30pm (Mon-Sun),Ajoy Nagar,Kolkata,Mon-Sun
Mehfil,24,2.8,"119, Block B, Lake Town, Kolkata","North Indian, Chinese, Fast Food",200,11:30am – 4am (Mon-Sun),Lake Town,Kolkata,Mon-Sun
Blaze Restaurant,56,3.4,"208, 2nd Floor, The Galleria, Near Central Rajarhat, New Town, Kolkata","North Indian, Chinese, Fast Food",700,12noon – 11pm (Mon-Sun),New Town,Kolkata,Mon-Sun
The Belief,23,3.3,"401, Paikpara Road, Narendrapur BYPass, Narendra Pur, Kolkata","Fast Food, Chinese",800,"12noon – 3:30pm, 5pm – 11pm (Mon-Sun)",Narendra Pur,Kolkata,Mon-Sun
Little Tintin Restaurant,84,3.0,"171, 1, Indira Gandhi Road, Konnagar Prantika, Near Chalachitram More, Konnagar, Kolkata","Fast Food, Chinese",400,12noon – 11pm (Mon-Sun),Konnagar,Kolkata,Mon-Sun
Prince Hotel And Restaurant,43,3.3,"Jessore Road, Near Duttapukur Post Office, Digha, Jirat, Barasat, Kolkata",Mishti,800,11am – 11pm (Mon-Sun),Barasat,Kolkata,Mon-Sun
Hangla Hut,5,2.9,"11\1 C, Dum Dum Road, Dum Dum, Kolkata",Mishti,200,1pm – 11pm (Mon-Sun),Dum Dum,Kolkata,Mon-Sun
Saloby Restaurant & Caterers,103,3.5,"467/44, Jessore Road, Satgachi More, Nagerbazar, Kolkata",Mishti,250,11am – 12:30am (Mon-Sun),Nagerbazar,Kolkata,Mon-Sun
Taj Briyani,69,2.9,"306/1, N.S.C. Bose Road, Near Shanti Rani Primary School, Tollygunge, Kolkata",Mishti,200,11am – 11pm (Mon-Sun),Tollygunge,Kolkata,Mon-Sun
Lake Park Restaurant,Cuisines:,0.0,"B/15, Lake Park, Nadia, Kalyani, Kolkata",Mishti,150,11am – 11pm (Mon-Sun),Kalyani,Kolkata,Mon-Sun
Arpita Fast Food Center,Cuisines:,0.0,"48/G/1, Patuapara Lane, Serampore, Kolkata",Mishti,250,11am – 11pm (Mon-Sun),Serampore,Kolkata,Mon-Sun
Petuk Hori,23,3.5,Delivery Only,"Fast Food, Beverages",200,11am – 11pm (Mon-Sun),,Delivery Only,Mon-Sun
Tiktok Snacks,Cuisines:,0.0,Delivery Only,"Fast Food, Beverages",150,8am – 11pm (Mon-Sun),,Delivery Only,Mon-Sun
XYZ Fast Food,Cuisines:,0.0,"Near Fly Over, Bireshpally, Madhyamgram, Barasat, Kolkata","Bengali, North Indian",250,"2pm – 10pm (Mon, Wed, Thu, Fri, Sat, Sun), Closed...",Barasat,Kolkata,"Mon, Wed, Thu, Fri, Sat, Sun"
Abar Khabo,Cuisines:,0.0,"Laskarhati Bazar, New Town, Kolkata","Bengali, North Indian",300,11am – 11pm (Mon-Sun),New Town,Kolkata,Mon-Sun
Dada Bhabi Biryani,Cuisines:,0.0,"Panchanantala, Kalindi Housing Estate, Dum Dum, Kolkata","Fast Food, Rolls",200,11am – 12midnight (Mon-Sun),Dum Dum,Kolkata,Mon-Sun
Moghlai Village,250,3.7,"768, Sonarpur Station Road, Kumarkhali, Narendra Pur, Kolkata","Fast Food, Rolls",400,1:30pm – 10:30pm (Mon-Sun),Narendra Pur,Kolkata,Mon-Sun
Akash Dhaba,Cuisines:,0.0,"101C, South Sinthee Road, Sinthi, Kolkata",Continental,200,11am – 11pm (Mon-Sun),Sinthi,Kolkata,Mon-Sun
Amul Icecream and Milk Products Parlour,Cuisines:,0.0,"Ground Floor, Barrackpore Road, Barasat, Kolkata",Continental,200,10am – 9:30pm (Mon-Sun),Barasat,Kolkata,Mon-Sun
Shreeambe Sweets and Snacks,Cuisines:,0.0,"Shop 3, Holding 20, Abhay Guha Road, Liluah, Howrah","Chinese, South Indian, Italian, North Indian",200,7am – 9pm (Mon-Sun),Liluah,Howrah,Mon-Sun
New Dhaba Junction Food,Cuisines:,0.0,"262, Bangur Avenue, Block - B, Lake Town, Kolkata","Chinese, South Indian, Italian, North Indian",200,11am – 11pm (Mon-Sun),Lake Town,Kolkata,Mon-Sun
Daruchini Restaurant,389,3.8,"165/72, I.C Station Road, Rahara, Khardah, Kolkata","Bakery, Desserts",700,12noon – 11pm (Mon-Sun),Khardah,Kolkata,Mon-Sun
Oye Dosa,23,3.4,"8/2, Umesh Mukherjee Road, Belghoria, Kolkata","Bakery, Desserts",150,9am – 9:30pm (Mon-Sun),Belghoria,Kolkata,Mon-Sun
Bakstage,1774,3.7,"EN 1, Sector 5, Salt Lake","Chinese, North Indian","1,800","4pm – 12midnight (Mon, Tue, Wed, Thu, Fri, Sun)...",Sector 5,Salt Lake,"Mon, Tue, Wed, Thu, Fri, Sun"
Marvel's kitchen,Cuisines:,0.0,"1, Umesh Mukherjee Road, Belghoria, Kolkata","Chinese, North Indian",200,11am – 11:30pm (Mon-Sun),Belghoria,Kolkata,Mon-Sun
Hotel Nabanna & Restaurant,4,3.0,"C 43/27, Jessore Road, Behind Mina Bazar, Nagerbazar, Kolkata","Ice Cream, Beverages",200,8am – 11pm (Mon-Sun),Nagerbazar,Kolkata,Mon-Sun
Dhelia's,Cuisines:,0.0,"Shop S-1, Ground Floor, Prafulla Kananeast, Baguihati, Kolkata","Ice Cream, Beverages",300,8am – 9:30pm (Mon-Sun),Baguihati,Kolkata,Mon-Sun
"Little Pizza, Burger & More",Cuisines:,0.0,"P-232 A, Nayapatti Main Road, Bidhannagar, Rajarhat, Sector 5, Salt Lake, Kolkata",Bakery,400,7am – 4am (Mon-Sun),Salt Lake,Kolkata,Mon-Sun
Flavour Of Foodies,Cuisines:,0.0,"225, Block A, Lake Town, Kolkata",Bakery,300,11am – 11pm (Mon-Sun),Lake Town,Kolkata,Mon-Sun
Panda Junction,Cuisines:,0.0,"322, Mouza Barakhola, Metro Cash N Carry,EM Bypass, Ajoy Nagar, Kolkata","Lebanese, North Indian",600,10am – 10pm (Mon-Sun),Ajoy Nagar,Kolkata,Mon-Sun
Pom's Food Plaza,Cuisines:,0.0,"2, Ward 143, Purba Barisha Satyen Park, Behala, Kolkata","Lebanese, North Indian",350,12noon – 11pm (Mon-Sun),Behala,Kolkata,Mon-Sun
Biryani Bac,Cuisines:,0.0,"2nd Floor, Gobinda Bhawan, AN Block, Bidhannagar, Sector 5, Salt Lake, Kolkata",Chinese,250,8am – 12midnight (Mon-Sun),Salt Lake,Kolkata,Mon-Sun
Monda Mithai,Cuisines:,0.0,"44, GT Road, Nogamore, Serampore, Kolkata",Chinese,100,7:30am – 10:30pm (Mon-Sun),Serampore,Kolkata,Mon-Sun
Idly Bowl,Cuisines:,0.0,Delivery Only,"Bengali, Chinese, Fast Food, Mughlai, Healthy Food",200,8am – 10pm (Mon-Sun),,Delivery Only,Mon-Sun
Sweet Delight,10,3.3,"12/4/1, KB Sarani, Mall Road, Dum Dum, Kolkata","Bengali, Chinese, Fast Food, Mughlai, Healthy Food",200,11am – 11pm (Mon-Sun),Dum Dum,Kolkata,Mon-Sun
Biryani By Kilo,Cuisines:,0.0,Delivery Only,Bakery,500,"10am – 11pm (Mon-Thu),10am – 12midnight (Fri-Sun)",,Delivery Only,Mon-Thu
Everest,8,3.3,"Goria Boral Main Road, Hatermore, Near Sita Mandir, Garia, Kolkata",Bakery,300,10am – 10pm (Mon-Sun),Garia,Kolkata,Mon-Sun
Calcutta Bay,28,3.6,"T 47, Tapaban Apartment, Rajarhat Main Road, Tegharia, Chinar Park, Kolkata",Chinese,700,12noon – 11pm (Mon-Sun),Chinar Park,Kolkata,Mon-Sun
Sultaan Of Biriyani,Cuisines:,0.0,Delivery Only,Chinese,250,12noon – 11pm (Mon-Sun),,Delivery Only,Mon-Sun
Jadughor,Cuisines:,0.0,"BC-252, Samarpally, Krishnapur, Kestopur, Kolkata","Chinese, Rolls, Fast Food",500,12noon – 10pm (Mon-Sun),Kestopur,Kolkata,Mon-Sun
Nikki's,Cuisines:,0.0,"18A, Haridevpur, Tollygunge, Kolkata","Chinese, Rolls, Fast Food",400,6am – 8pm (Mon-Sun),Tollygunge,Kolkata,Mon-Sun
Simply Lajawab,Cuisines:,0.0,"N S C Bose Road, Tollygunge, Kolkata","Italian, Chinese, American, Bengali, Bangladeshi",250,"8:30am – 10pm (Mon-Fri),8:30am – 10:30pm (Sat-Sun)",Tollygunge,Kolkata,Mon-Fri
Lucknow Biryani House,Cuisines:,0.0,"80/1/2, Kaeipara, Dharampur, Chinsura, Kolkata","Italian, Chinese, American, Bengali, Bangladeshi",250,11:30am – 1am (Mon-Sun),Chinsura,Kolkata,Mon-Sun
Maa Sitola Food Corner,Cuisines:,0.0,"SH 6, Panchpara, Mourigram, Howrah, Andul Road, Howrah",Bakery,200,8am – 11:30pm (Mon-Sun),Andul Road,Howrah,Mon-Sun
Momos World,Cuisines:,0.0,"Shop 71/A, Basu Nagar, Lane 1, Madhyamgram, Barasat, Kolkata",Bakery,250,4pm – 10pm (Mon-Sun),Barasat,Kolkata,Mon-Sun
Roy's Food,Cuisines:,0.0,"2276, 2nd Floor, Nayabad Main Road, Ward 109, BR XII, Kalikapur, Kolkata","Bengali, North Indian",150,11am – 11pm (Mon-Sun),Kalikapur,Kolkata,Mon-Sun
Jab We Ate,17,3.2,Delivery Only,"Bengali, North Indian",250,"1pm – 3pm, 6:30pm – 9:30pm (Mon-Sun)",,Delivery Only,Mon-Sun
Apna Khana,5,3.1,"Dashadrone, Rajarhat, Chinar Park, Kolkata",South Indian,300,12noon – 1am (Mon-Sun),Chinar Park,Kolkata,Mon-Sun
New Arsalan Biriyani,Cuisines:,0.0,"Makardah Road, Bankra, Kona Exp Way, Howrah, Kolkata",South Indian,300,11am – 11pm (Mon-Sun),Howrah,Kolkata,Mon-Sun
The Hungree Eagle,4,3.1,"Laskar Ati, Chakpanchuria, Behind Unitech Gate 2, New Town, Kolkata",Fast Food,250,12noon – 1am (Mon-Sun),New Town,Kolkata,Mon-Sun
Khaibar Pas Restaurant,27,3.3,"74, B.R.B G.T Road, Sakher Bazaar, Bhadrakali, Uttarpara, Kolkata",Fast Food,450,11am – 10pm (Mon-Sun),Uttarpara,Kolkata,Mon-Sun
The London Shakes,9,2.9,"Ground Floor, Axis Mall, Block CS, Major Arterial Road, New Town, Kolkata","Momos, Naga",400,10:30am – 10pm (Mon-Sun),New Town,Kolkata,Mon-Sun
MB Suruchi,Cuisines:,0.0,"Ichapur, Kahthadhar, Post Nawabganj, North 24 Parganas, Barrackpore, Kolkata","Momos, Naga",200,11am – 11pm (Mon-Sun),Barrackpore,Kolkata,Mon-Sun
Aamaar Kitchen,4,3.0,"VPO Chak Panchuria, Opposite Unitech Gate 1, New Town, Kolkata",Beverages,200,10am – 11pm (Mon-Sun),New Town,Kolkata,Mon-Sun
Ayushman Bhava,43,3.4,"Nibedita Road, Bara Bahera, Nabagram, Konnagar, Kolkata",Beverages,200,"6pm – 12midnight (Mon-Fri),10am – 12midnight...",Konnagar,Kolkata,Mon-Fri
Nonilal Mistanna Bhandar,Cuisines:,0.0,"1, James Residency, Motilal Gupta Road, Behala, Kolkata","North Indian, Mughlai, Fast Food",100,8am – 10pm (Mon-Sun),Behala,Kolkata,Mon-Sun
Eco Town Restaurant,15,3.3,"Ganpati Niketan, Gouranga Nagar, Rajarhat, New Town, Kolkata","North Indian, Mughlai, Fast Food",200,1pm – 11:30pm (Mon-Sun),New Town,Kolkata,Mon-Sun
Saba Sahi Biryani,Cuisines:,0.0,"Shop 1, Ground Floor, B T Road, Khardah, Kolkata","Fast Food, Beverages",300,1pm – 1am (Mon-Sun),Khardah,Kolkata,Mon-Sun
Suklar Rannaghar,145,2.7,"162, Shop 1, Prantik Apartment, Mahishbathan, Sector 5, Salt Lake, Kolkata","Fast Food, Beverages",200,12noon – 12midnight (Mon-Sun),Salt Lake,Kolkata,Mon-Sun
Tara Sree Caterer Ahare Bahare,38,3.5,"112, K.G.R Path, North 24, Parganas, Kalyani, Kolkata","Chinese, Momos",200,12:30pm – 11:30pm (Mon-Sun),Kalyani,Kolkata,Mon-Sun
Chop Sticks,14,3.3,"168/2, Station Road East, Barrackpore, Kolkata","Chinese, Momos",300,6pm – 9:30pm (Mon-Sun),Barrackpore,Kolkata,Mon-Sun
Choc'Addictz,55,3.4,"19/922, Flat B4, Raja S.C. Mullick Road, Bosundhara Apartment, Baghajatin, Kolkata",North Indian,300,11am – 11pm (Mon-Sun),Baghajatin,Kolkata,Mon-Sun
Lazeez Restaurant,23,3.3,"1, KN Chatterjee Street, Grand Trunk Road, Belur, Howrah",North Indian,400,"12noon – 10pm (Mon-Thu),12midnight – 10:30pm...",Belur,Howrah,Mon-Thu
Foodzo,5,3.2,"2, Opposite Andhra Bank, JK Chatterjee Road, Sodepur, Kolkata","Chinese, Thai, Momos",350,8am – 11pm (Mon-Sun),Sodepur,Kolkata,Mon-Sun
Saanvi's Kitchen,42,3.5,"NP-279, Nayapatti, Sector 5, Salt Lake, Kolkata","Chinese, Thai, Momos",350,9:30am – 11:30pm (Mon-Sun),Salt Lake,Kolkata,Mon-Sun
Uchhash Restaurant,5,3.0,"Muragacha, Jugberia, Ghola, Sodepur, Kolkata","Momos, Fast Food",500,11am – 11:30pm (Mon-Sun),Sodepur,Kolkata,Mon-Sun
China Palace,23,3.4,"Ground Floor, Bharti Villa, Nayapatty, Sector 5, Salt Lake, Kolkata","Momos, Fast Food",250,12noon – 10pm (Mon-Sun),Salt Lake,Kolkata,Mon-Sun
The Chef S.P.L Food,52,3.5,"1/1 24, Naktala, Kolkata","Chinese, Fast Food",400,11am – 11pm (Mon-Sun),Naktala,Kolkata,Mon-Sun
Foodies Club,8,3.2,"4/1/1, Block 5, Mahajati Nagar, Madhusudan Bannerjee Road, Birati More, Dum Dum, Kolkata","Chinese, Fast Food",350,1pm – 10:30pm (Mon-Sun),Dum Dum,Kolkata,Mon-Sun
Arpita Mukhorochak,Cuisines:,-1.0,"5/1, Champadali More, Jessore Road, Barasat, Kolkata",Bakery,300,-1,Barasat,Kolkata,Mon-Sun
Go-Cool,7,3.0,"Kesab Appartment, School Road, Sodepur, Panihati Municipality, Sodepur, Kolkata",Bakery,150,12noon – 10pm (Mon-Sun),Sodepur,Kolkata,Mon-Sun
Aayan Biryani,4,3.0,"Panchasayar Main Road, Garia, Kolkata","Bengali, North Indian",250,12noon – 11pm (Mon-Sun),Garia,Kolkata,Mon-Sun
Zaffran,Cuisines:,-1.0,"N.S. Road, Harinavi, Near Harinavi More, Narendra Pur, Kolkata","Bengali, North Indian",300,-1,Narendra Pur,Kolkata,Mon-Sun
Suruchi Hensel Restaurant,7,2.8,"8/1, Dhormotala Lane, K.M Bhattacharjee Street, Hooghly, Serampore, Kolkata","Fast Food, Biryani, Beverages",200,"8am – 10pm (Mon-Sat),8am – 7pm (Sun)",Serampore,Kolkata,Mon-Sat
Arai's Chinese,7,2.9,"100/8, B T Road, Dunlop, Narendra Nagar, Belgharia, Baranagar, Kolkata","Fast Food, Biryani, Beverages",250,12noon – 10pm (Mon-Sun),Baranagar,Kolkata,Mon-Sun
